game_id,game_date,season,home_team_code,away_team_code,stadium_code,home_sp_id,away_sp_id,home_sp_name,away_sp_name,home_score,away_score,home_win,game_state,game_time,weather,temperature,humidity,windDirection,windSpeed,rainprobability,home_lineup_n_hitters,home_lineup_OPS,home_lineup_OBP,home_lineup_SLG,home_top5_n,home_top5_OPS,home_top5_OBP,away_lineup_n_hitters,away_lineup_OPS,away_lineup_OBP,away_lineup_SLG,away_top5_n,away_top5_OPS,away_top5_OBP,home_sp_player_id,home_sp_player_name,home_sp_ERA,home_sp_FIP,home_sp_WHIP,home_sp_K9,home_sp_BB9,home_sp_HR9,home_sp_KBB,home_sp_QS,home_sp_GS,away_sp_player_id,away_sp_player_name,away_sp_ERA,away_sp_FIP,away_sp_WHIP,away_sp_K9,away_sp_BB9,away_sp_HR9,away_sp_KBB,away_sp_QS,away_sp_GS,lineup_OPS_diff,lineup_OBP_diff,lineup_SLG_diff,top5_OPS_diff,top5_OBP_diff,sp_ERA_diff,sp_FIP_diff,sp_WHIP_diff,sp_K9_diff,sp_BB9_diff,sp_HR9_diff,sp_KBB_diff,y_home_win
20230711,2023-03-23 04:00:00,2023,10001,1001,1003,14674,11404,김동혁,장필준,5.0,6.0,0,3,13:00:00,10400,20.8,49,20100,2.2,,9,0.7294323144104804,0.34636714813570707,0.38306516627477327,5,0.7816646848989297,0.36343757431629015,9,0.7475885896527287,0.3427094259390503,0.4048791637136782,5,0.7658548895899052,0.3485705272645335,14674,김동혁,7.32,4.51793,1.7500000000000002,5.492,4.119,0.22899999999999998,1.3333,0.0,2.0,11404,장필준,7.909999999999999,5.90273,2.07,5.121,5.586,0.931,0.9167,0.0,3.0,-0.018156275242248276,0.0036577221966567763,-0.021813997438904942,0.015809795309024488,0.014867047051756621,-0.589999999999999,-1.3848000000000003,-0.3199999999999996,0.37099999999999955,-1.4670000000000005,-0.7020000000000001,0.41659999999999997,0
20230712,2023-03-23 04:00:00,2023,12001,5002,2002,11318,14780,엄상백,강효종,2.0,6.0,0,3,13:00:00,10400,21.4,48,20500,1.3,,9,0.735803896920176,0.35140257699560024,0.3844013199245757,5,0.7747397540983607,0.35602459016393445,9,0.789574492422076,0.37092021732913927,0.41865427509293685,5,0.7743057777777779,0.35246577777777777,11318,엄상백,3.63,3.35675,1.16,7.173,2.337,0.484,3.0689999999999995,9.0,19.0,14780,강효종,6.23,4.78621,1.7100000000000002,5.8149999999999995,4.985,0.415,1.1667,0.0,7.0,-0.0537705955019,-0.019517640333539032,-0.03425295516836113,0.00043397632058284064,0.0035588123861566845,-2.6000000000000005,-1.4294599999999997,-0.5500000000000003,1.3580000000000005,-2.648,0.069,1.9022999999999994,0
20230716,2023-03-24 04:00:00,2023,10001,1001,1003,11379,14613,최원태,허윤동,3.0,4.0,0,3,13:00:00,10100,13.3,24,21300,1.5,,9,0.7317866948257655,0.35326856740584306,0.3785181274199226,5,0.7774151044456347,0.37095607927155866,9,0.7228216770413768,0.33413474917612596,0.3886869278652509,5,0.7528926914153131,0.34356612529002317,11379,최원태,,,,,,,,,,14613,허윤동,10.13,5.46178,2.63,6.75,10.125,0.0,0.6667,0.0,1.0,0.00896501778438874,0.019133818229717103,-0.010168800445328308,0.024522413030321544,0.027389953981535486,,,,,,,,0
20230717,2023-03-24 04:00:00,2023,12001,5002,2002,15542,13102,슐서,김영준,7.0,1.0,1,3,13:00:00,10400,15.4,30,21100,2.2,,9,0.740527815468114,0.35088432835820893,0.38964348710990504,5,0.7747397540983607,0.35602459016393445,9,0.7880672813356592,0.3713560926987291,0.41671118863692996,5,0.7672184946236559,0.3590443010752688,15542,슐서,5.62,4.33653,1.6099999999999999,6.3420000000000005,2.537,1.087,2.5,3.0,9.0,13102,김영준,27.0,13.1493,6.0,0.0,27.0,0.0,0.0,0.0,0.0,-0.047539465867545205,-0.02047176434052017,-0.027067701527024923,0.007521259474704833,-0.00301971091133435,-21.38,-8.81277,-4.390000000000001,6.3420000000000005,-24.463,1.087,2.5,1
20230718,2023-03-24 04:00:00,2023,7002,6002,4001,10610,13061,장민재,곽빈,3.0,10.0,0,3,13:00:00,10100,14.9,39,20700,2.1,,9,0.7164462519936204,0.3434360446570973,0.3730102073365231,5,0.7537748633879781,0.34891311475409836,9,0.7498879913839526,0.34474555735056545,0.4051424340333872,5,0.7630107999999999,0.3566884,10610,장민재,4.83,4.83189,1.46,7.957,2.87,1.565,2.7727,2.0,13.0,13061,곽빈,2.9,3.95609,1.21,7.492,4.099,0.495,1.8276,13.0,23.0,-0.033441739390332126,-0.001309512693468129,-0.03213222669686405,-0.009235936612021822,-0.007775285245901653,1.9300000000000002,0.8757999999999995,0.25,0.46499999999999986,-1.229,1.0699999999999998,0.9451,0
20230719,2023-03-24 04:00:00,2023,2002,9002,6001,15534,10783,메디나,문승원,2.0,3.0,0,3,13:00:00,10400,12.2,66,21300,1.0,,9,0.7297352229519529,0.344831662633944,0.384903560318009,5,0.760848526703499,0.35524677716390424,9,0.7662824532453245,0.34919774477447746,0.41708470847084705,5,0.8016243822075781,0.36524464579901156,15534,메디나,6.05,5.55963,1.6,5.586,4.5,0.931,1.2414,3.0,12.0,10783,문승원,5.23,4.84262,1.65,5.571,3.0,1.029,1.8571,4.0,12.0,-0.03654723029337159,-0.004366082140533467,-0.03218114815283807,-0.04077585550407914,-0.009997868635107321,0.8199999999999994,0.7170100000000001,-0.04999999999999982,0.015000000000000568,1.5,-0.09799999999999986,-0.6156999999999999,0
20230720,2023-03-24 04:00:00,2023,11001,3001,8005,13085,15011,신민혁,반즈,5.0,6.0,0,3,13:00:00,10400,14.5,78,20700,0.0,,9,0.7651743170937764,0.35776260208392,0.4074117150098564,5,0.8100324449594438,0.37463576670529164,9,0.7113347732181424,0.3415535328602284,0.3697812403579142,5,0.6786967020023557,0.33548409893992936,13085,신민혁,3.98,4.01486,1.2,7.156,1.8439999999999999,1.033,3.88,5.0,24.0,15011,반즈,3.2800000000000002,3.4031000000000002,1.33,7.7669999999999995,2.959,0.317,2.625,18.0,30.0,0.053839543875633944,0.01620906922369164,0.03763047465194219,0.13133574295708816,0.039151667765362275,0.6999999999999997,0.6117599999999994,-0.13000000000000012,-0.6109999999999998,-1.1150000000000002,0.716,1.255,0
20230721,2023-03-25 04:00:00,2023,6002,1001,1001,13070,14617,박신지,뷰캐넌,3.0,5.0,0,3,13:00:00,10400,16.1,42,21100,1.9,,9,0.7191514052583863,0.33258537322453907,0.38656603203384704,5,0.7472243390357698,0.34353304821150854,9,0.7503970037453184,0.34141905950894713,0.4089779442363712,5,0.7750443717888836,0.3492554880896777,13070,박신지,5.54,4.5339,1.9200000000000002,5.192000000000001,3.808,0.346,1.3635999999999997,0.0,1.0,14617,뷰캐넌,2.54,3.04556,1.15,6.654,2.059,0.191,3.2325999999999997,21.0,30.0,-0.03124559848693209,-0.00883368628440806,-0.022411912202524142,-0.027820032753113844,-0.005722439878169172,3.0,1.48834,0.7700000000000002,-1.4619999999999989,1.7489999999999997,0.15499999999999997,-1.869,0
20230722,2023-03-25 04:00:00,2023,10001,5002,1003,14784,13934,장재영,켈리,1.0,8.0,0,3,13:00:00,10100,17.0,40,21100,1.9,,9,0.7217593674802337,0.34415503609487796,0.3776043313853558,5,0.7816646848989297,0.36343757431629015,9,0.777953611111111,0.36777027777777777,0.41018333333333334,5,0.7672184946236559,0.3590443010752688,14784,장재영,5.53,5.37719,1.7999999999999998,8.414,8.288,0.502,1.0152,2.0,17.0,13934,켈리,3.83,3.4910800000000006,1.24,6.497999999999999,1.965,0.504,3.3077,18.0,30.0,-0.05619424363087733,-0.0236152416828998,-0.032579001947977526,0.01444619027527383,0.004393273241021345,1.7000000000000002,1.886109999999999,0.5599999999999998,1.9160000000000004,6.323,-0.0020000000000000018,-2.2925,0
20230723,2023-03-25 04:00:00,2023,12001,9002,2002,11308,10131,고영표,박종훈,5.0,5.0,0,3,13:00:00,10400,15.5,51,20500,2.5,,9,0.6901703633789522,0.33872958942897596,0.3514407739499764,5,0.7198526031102096,0.3538052738336714,9,0.760653097798259,0.34807347670250904,0.41257962109575014,5,0.8016243822075781,0.36524464579901156,11308,고영표,2.7800000000000002,3.19146,1.15,5.874,0.979,0.361,6.0,21.0,27.0,10131,박종훈,6.19,6.35053,1.7100000000000002,6.3,6.75,0.9,0.9333,4.0,16.0,-0.07048273441930675,-0.00934388727353308,-0.06113884714577372,-0.08177177909736855,-0.011439371965340173,-3.41,-3.15907,-0.5600000000000003,-0.42600000000000016,-5.771,-0.539,5.0667,0
20230724,2023-03-25 09:00:00,2023,2002,11001,6001,10058,15535,양현종,페디,4.0,4.0,0,3,18:00:00,10400,12.8,72,20500,1.0,,9,0.7438179741051028,0.34937623762376235,0.39444173648134045,5,0.769631072874494,0.3572732793522267,9,0.7637248554913294,0.357528612716763,0.4061962427745665,5,0.8090545752974969,0.3745703734099302,10058,양현종,3.5800000000000005,3.69782,1.34,7.0,2.526,0.684,2.7708,14.0,29.0,15535,페디,2.0,2.2162,0.95,10.431,1.7469999999999999,0.449,5.9714,21.0,30.0,-0.01990688138622665,-0.008152375093000652,-0.011754506293226052,-0.039423502423002965,-0.01729709405770352,1.5800000000000005,1.48162,0.3900000000000001,-3.430999999999999,0.7789999999999999,0.23500000000000004,-3.2006,0
