player_id,player_name,ERA,FIP,WHIP,K9,BB9,HR9,KBB,QS,GS,year
16064,카스타노,4.35,4.32835,1.27,7.173,2.015,0.8869999999999999,3.56,12.0,19.0,2024
16065,하트,2.69,3.16602,1.03,10.433,2.178,0.631,4.7895,17.0,26.0,2024
16087,크로우,3.57,3.10849,1.31,9.595,2.678,0.446,3.5832999999999995,1.0,8.0,2024
16088,네일,2.53,3.74078,1.27,8.317,2.109,0.663,3.9429,13.0,26.0,2024
16090,정현수,4.5600000000000005,3.48374,1.35,9.507,4.563,0.0,2.0833,0.0,4.0,2024
16107,황준서,5.38,5.77746,1.82,8.75,6.375,1.125,1.3725,1.0,11.0,2024
16108,조동욱,6.37,5.2926,1.7299999999999998,7.023999999999999,3.073,1.098,2.2857,1.0,8.0,2024
16118,김도빈,54.0,25.5316,12.0,27.0,81.0,0.0,0.3333,0.0,1.0,2024
16122,전준표,6.83,7.217169999999999,1.99,5.855,6.506,1.3009999999999995,0.9,0.0,5.0,2024
16123,김윤하,6.04,5.35441,1.62,4.899,3.987,0.684,1.2286,4.0,12.0,2024
16125,손현기,7.53,6.77814,1.74,5.650999999999999,5.022999999999999,1.256,1.125,0.0,2.0,2024
16138,헤이수스,3.6800000000000006,4.17618,1.25,9.35,2.311,1.156,4.0455,20.0,30.0,2024
16141,더거,12.71,5.13163,2.07,7.147,3.971,0.7939999999999999,1.8,1.0,6.0,2024
16146,앤더슨,3.89,3.63595,1.31,12.294,4.124,0.856,2.9811,9.0,23.0,2024
16148,시라카와,,,,,,,,,,2024
16150,바리아,5.15,3.89818,1.42,8.061,1.748,0.971,4.6111,3.0,19.0,2024
16151,알드레드,4.53,3.73697,1.26,10.718,3.504,0.8240000000000001,3.0588,3.0,9.0,2024
16153,와이스,3.73,3.71454,1.16,9.622,2.847,0.785,3.3793,11.0,16.0,2024
16155,발라조빅,4.26,3.3070700000000004,1.44,10.895,4.421,0.474,2.4643,2.0,11.0,2024
16160,에르난데스,4.02,3.79759,1.21,10.532,3.064,0.957,3.4375,2.0,9.0,2024
16161,라우어,4.93,3.97778,1.36,9.606,3.115,0.779,3.0833,2.0,7.0,2024
16163,스타우트,5.06,4.19413,1.38,11.25,2.8120000000000003,1.125,4.0,0.0,4.0,2024
10058,양현종,5.06,4.34674,1.49,6.412,3.353,0.706,1.9123,11.0,30.0,2025
10126,김광현,5.0,3.77489,1.49,8.625,3.125,0.812,2.76,9.0,28.0,2025
10131,박종훈,7.11,8.9818,1.7400000000000002,4.737,8.526,1.895,0.5556,1.0,5.0,2025
10217,이용찬,10.57,5.75125,2.28,8.217,7.043,0.587,1.1667,0.0,3.0,2025
10363,백정현,1.95,2.7805,0.8,8.629,1.948,0.278,4.4286,0.0,1.0,2025
10590,류현진,3.23,3.37462,1.21,7.88,1.615,0.775,4.88,12.0,26.0,2025
10652,임찬규,3.03,3.81635,1.27,6.006,2.245,0.505,2.675,15.0,27.0,2025
10783,문승원,5.130000000000001,5.58478,1.4,5.212,3.247,1.367,1.6053000000000002,5.0,21.0,2025
10863,한현희,6.23,5.46479,1.73,8.308,2.077,2.077,4.0,0.0,2.0,2025
11222,하영민,4.99,3.78625,1.37,7.864999999999999,2.407,0.763,3.2683,14.0,28.0,2025
